Country;Month;Parameter;Value
Honduras;2021-01;genome_count;11
Honduras;2021-02;genome_count;18
Honduras;2021-03;genome_count;1
Honduras;2021-04;genome_count;35
Honduras;2021-05;genome_count;13
Honduras;2021-06;genome_count;34
Honduras;2021-07;genome_count;5
Honduras;2021-08;genome_count;4
Honduras;2021-09;genome_count;26
Honduras;2021-10;genome_count;23
Honduras;2021-11;genome_count;13
Honduras;2021-12;genome_count;29
Honduras;2022-01;genome_count;19
Honduras;2022-02;genome_count;0
Honduras;2022-03;genome_count;0
Honduras;2022-04;genome_count;1
Honduras;2022-05;genome_count;0
Honduras;2022-06;genome_count;1
Honduras;2022-07;genome_count;0
Honduras;2022-08;genome_count;0
Honduras;2022-09;genome_count;0
Honduras;2022-10;genome_count;0
Honduras;2022-11;genome_count;0
Honduras;2022-12;genome_count;0
Honduras;2023-01;genome_count;0
Nicaragua;2020-02;genome_count;0
Nicaragua;2020-03;genome_count;13
Nicaragua;2020-04;genome_count;13
Nicaragua;2020-05;genome_count;17
Nicaragua;2020-06;genome_count;20
Nicaragua;2020-07;genome_count;8
Nicaragua;2020-08;genome_count;4
Nicaragua;2020-09;genome_count;7
Nicaragua;2020-10;genome_count;4
Nicaragua;2020-11;genome_count;8
Nicaragua;2020-12;genome_count;20
Nicaragua;2021-01;genome_count;31
Nicaragua;2021-02;genome_count;26
Nicaragua;2021-03;genome_count;27
Nicaragua;2021-04;genome_count;38
Nicaragua;2021-05;genome_count;66
Nicaragua;2021-06;genome_count;64
Nicaragua;2021-07;genome_count;113
Nicaragua;2021-08;genome_count;180
Nicaragua;2021-09;genome_count;31
Nicaragua;2021-10;genome_count;21
Nicaragua;2021-11;genome_count;1
Nicaragua;2021-12;genome_count;27
Nicaragua;2022-01;genome_count;39
Nicaragua;2022-02;genome_count;16
Nicaragua;2022-03;genome_count;22
Nicaragua;2022-04;genome_count;5
Nicaragua;2022-05;genome_count;21
Nicaragua;2022-06;genome_count;59
Nicaragua;2022-07;genome_count;1
Nicaragua;2022-08;genome_count;21
Nicaragua;2022-09;genome_count;8
Nicaragua;2022-10;genome_count;27
Nicaragua;2022-11;genome_count;22
Nicaragua;2022-12;genome_count;84
Nicaragua;2023-01;genome_count;0
Panama;2020-02;genome_count;8
Panama;2020-03;genome_count;196
Panama;2020-04;genome_count;196
Panama;2020-05;genome_count;104
Panama;2020-06;genome_count;116
Panama;2020-07;genome_count;117
Panama;2020-08;genome_count;117
Panama;2020-09;genome_count;37
Panama;2020-10;genome_count;38
Panama;2020-11;genome_count;14
Panama;2020-12;genome_count;76
Panama;2021-01;genome_count;118
Panama;2021-02;genome_count;113
Panama;2021-03;genome_count;192
Panama;2021-04;genome_count;195
Panama;2021-05;genome_count;276
Panama;2021-06;genome_count;204
Panama;2021-07;genome_count;287
Panama;2021-08;genome_count;311
Panama;2021-09;genome_count;263
Panama;2021-10;genome_count;205
Panama;2021-11;genome_count;170
Panama;2021-12;genome_count;445
Panama;2022-01;genome_count;410
Panama;2022-02;genome_count;253
Panama;2022-03;genome_count;167
Panama;2022-04;genome_count;228
Panama;2022-05;genome_count;374
Panama;2022-06;genome_count;414
Panama;2022-07;genome_count;197
Panama;2022-08;genome_count;255
Panama;2022-09;genome_count;89
Panama;2022-10;genome_count;31
Panama;2022-11;genome_count;221
Panama;2022-12;genome_count;131
Panama;2023-01;genome_count;16
Belize;2020-03;B.1;1
Belize;2020-04;B.1.1;2
Belize;2020-11;B.1.147;1
Belize;2020-12;B.1.1.222;1
Belize;2020-12;B.1.1.519;2
Belize;2020-12;B.1.1.71;1
Belize;2020-12;B.1.147;15
Belize;2021-01;B.1;2
Belize;2021-01;B.1.1.274;1
Belize;2021-01;B.1.1.519;1
Belize;2021-01;B.1.1.7;3
Belize;2021-01;B.1.147;33
Belize;2021-01;B.1.2;3
Belize;2021-01;B.1.617.2;2
Belize;2021-02;A.2.5;3
Belize;2021-02;B.1.147;15
Belize;2021-02;B.1.2;1
Belize;2021-02;B.1.427;2
Belize;2021-02;B.1.617.2;1
Belize;2021-03;B.1.1.519;1
Belize;2021-03;B.1.429;1
Belize;2021-03;B.1.617.2;1
Belize;2021-04;B.1.1.7;1
Belize;2021-04;B.1.2;1
Belize;2021-04;B.1.617.2;2
Belize;2021-05;A.2.5;4
Belize;2021-05;B.1.1.7;4
Belize;2021-05;B.1.526;1
Belize;2021-05;B.1.617.2;7
Belize;2021-05;B.1.631;1
Belize;2021-05;P.1.17;1
Belize;2021-06;A.2.5;13
Belize;2021-06;AY.25.1;2
Belize;2021-06;AY.75;1
Belize;2021-06;B.1.1.7;19
Belize;2021-06;B.1.617.2;7
Belize;2021-06;P.1.17;6
Belize;2021-07;A.2.5;10
Belize;2021-07;AY.100;2
Belize;2021-07;AY.103;4
Belize;2021-07;AY.14;1
Belize;2021-07;AY.25;1
Belize;2021-07;B;1
Belize;2021-07;B.1.1.7;1
Belize;2021-07;B.1.617.2;28
Belize;2021-07;B.1.631;4
Belize;2021-07;P.1.17;11
Belize;2021-07;XB;13
Belize;2021-08;A.2.5;20
Belize;2021-08;AY.100;1
Belize;2021-08;AY.113;1
Belize;2021-08;AY.14;1
Belize;2021-08;AY.25;1
Belize;2021-08;AY.3;1
Belize;2021-08;AY.4;8
Belize;2021-08;B.1.1.7;1
Belize;2021-08;B.1.617.2;26
Belize;2021-08;P.1.17;4
Belize;2021-09;AY.4;1
Belize;2021-10;A.2.5;1
Belize;2021-10;AY.100;18
Belize;2021-10;AY.26;1
Belize;2021-10;AY.39;1
Belize;2021-10;AY.4;20
Belize;2021-10;B.1.617.2;1
Belize;2021-11;AY.100;11
Belize;2021-11;AY.103;4
Belize;2021-11;AY.113;1
Belize;2021-11;AY.26;4
Belize;2021-11;AY.4;16
Belize;2021-12;AY.100;16
Belize;2021-12;AY.103;3
Belize;2021-12;AY.4;28
Belize;2021-12;BA.1;7
Belize;2021-12;BA.1.1;104
Belize;2021-12;BA.1.1.18;1
Belize;2021-12;BA.1.15;8
Belize;2021-12;BA.1.17;2
Belize;2021-12;BA.1.20;19
Belize;2022-01;AY.100;2
Belize;2022-01;AY.103;1
Belize;2022-01;AY.4;2
Belize;2022-01;BA.1;11
Belize;2022-01;BA.1.1;69
Belize;2022-01;BA.1.1.18;1
Belize;2022-01;BA.1.15;4
Belize;2022-01;BA.1.15.2;1
Belize;2022-01;BA.1.20;14
Belize;2022-02;BA.1;4
Belize;2022-02;BA.1.1;33
Belize;2022-02;BA.1.1.15;1
Belize;2022-02;BA.1.1.18;1
Belize;2022-02;BA.1.15;3
Belize;2022-02;BA.1.20;10
Belize;2022-02;BA.2;2
Belize;2022-02;BA.2.12.1;7
Belize;2022-02;BA.2.3.4;1
Belize;2022-02;BA.2.7;2
Belize;2022-03;BA.1;1
Belize;2022-03;BA.1.1;13
Belize;2022-03;BA.1.15;2
Belize;2022-03;BA.1.20;3
Belize;2022-03;BA.2;9
Belize;2022-03;BA.2.12.1;3
Belize;2022-03;BA.2.7;4
Belize;2022-03;BA.2.9;6
Belize;2022-04;BA.1.1;2
Belize;2022-04;BA.2;1
Belize;2022-05;BA.1.1;1
Belize;2022-05;BA.2;18
Belize;2022-05;BA.2.12.1;37
Belize;2022-05;BA.2.3;1
Belize;2022-05;BA.2.36;2
Belize;2022-05;BA.2.7;18
Belize;2022-05;BA.2.9;1
Belize;2022-06;BA.2;3
Belize;2022-06;BA.2.12.1;18
Belize;2022-06;BA.2.36;4
Belize;2022-06;BA.2.7;12
Belize;2022-06;BA.2.9;2
Belize;2022-06;BA.5.1.1;1
Belize;2022-06;BA.5.3;1
Belize;2022-06;BG.5;1
Belize;2022-07;BA.2;4
Belize;2022-07;BA.2.1;1
Belize;2022-07;BA.2.12.1;28
Belize;2022-07;BA.2.18;2
Belize;2022-07;BA.2.23;1
Belize;2022-07;BA.2.3.6;1
Belize;2022-07;BA.2.36;4
Belize;2022-07;BA.2.7;1
Belize;2022-07;BA.4.2;1
Belize;2022-07;BA.4.4;1
Belize;2022-07;BA.4.6;1
Belize;2022-07;BA.5.1;12
Belize;2022-07;BA.5.1.1;4
Belize;2022-07;BA.5.1.12;1
Belize;2022-07;BA.5.1.2;1
Belize;2022-07;BA.5.1.23;1
Belize;2022-07;BA.5.1.3;1
Belize;2022-07;BA.5.2.1;4
Belize;2022-07;BA.5.2.9;1
Belize;2022-07;BA.5.3;4
Belize;2022-07;BA.5.5;2
Belize;2022-07;BE.3;1
Belize;2022-07;BF.21;3
Belize;2022-07;BF.8;1
Belize;2022-08;BA.2.12.1;2
Belize;2022-08;BA.4.4;1
Belize;2022-08;BA.4.6;3
Belize;2022-08;BA.5.1;12
Belize;2022-08;BA.5.1.12;1
Belize;2022-08;BA.5.1.25;1
Belize;2022-08;BA.5.1.3;1
Belize;2022-08;BA.5.2.28;1
Belize;2022-08;BA.5.6;1
Belize;2022-08;BE.3;1
Belize;2022-08;BF.21;1
Belize;2022-08;BF.26;1
Belize;2022-08;BF.8;2
Belize;2022-09;BA.5.1;1
Belize;2022-10;BA.5.2.13;1
Belize;2022-10;BF.21;1
Belize;2022-11;BA.2;2
Belize;2022-11;BA.2.10.1;4
Belize;2022-11;BA.5.1;1
Belize;2022-11;BA.5.2.27;1
Belize;2022-11;BF.21;3
Belize;2022-11;BF.7.4;1
Belize;2022-11;BN.1.3;1
Belize;2022-11;BN.1.3.1;1
Belize;2022-11;BQ.1.1;1
Belize;2022-11;BQ.1.1.11;1
Belize;2022-11;BQ.1.1.18;3
Belize;2022-11;BQ.1.1.32;1
Belize;2022-11;BQ.1.1.4;4
Belize;2022-11;BW.1.1;1
Belize;2022-11;CP.1;1
Belize;2022-11;XBB.1;7
Belize;2022-12;BA.2.10.1;1
Belize;2022-12;BQ.1.1;1
Belize;2022-12;BQ.1.1.32;1
Belize;2022-12;XBB.1;2
Costa Rica;2020-03;A.1;2
Costa Rica;2020-03;B.1;41
Costa Rica;2020-03;B.1.1.1;3
Costa Rica;2020-03;B.1.324;1
Costa Rica;2020-03;B.1.369;1
Costa Rica;2020-03;B.1.415;1
Costa Rica;2020-03;B.1.555;1
Costa Rica;2020-04;B.1;4
Costa Rica;2020-05;A.1;1
Costa Rica;2020-05;B.1;1
Costa Rica;2020-06;B.1;2
Costa Rica;2020-06;B.1.1;5
Costa Rica;2020-06;B.1.1.328;3
Costa Rica;2020-06;B.1.1.389;4
Costa Rica;2020-06;B.1.1.516;7
Costa Rica;2020-06;B.1.291;5
Costa Rica;2020-07;B.1;8
Costa Rica;2020-07;B.1.1;4
Costa Rica;2020-07;B.1.1.328;1
Costa Rica;2020-07;B.1.1.389;10
Costa Rica;2020-07;B.1.1.516;1
Costa Rica;2020-07;B.1.203;3
Costa Rica;2020-07;B.1.291;21
Costa Rica;2020-08;B.1.1.389;6
Costa Rica;2020-08;B.1.291;11
Costa Rica;2020-09;B.1.1.389;13
Costa Rica;2020-09;B.1.203;1
Costa Rica;2020-09;B.1.291;3
Costa Rica;2020-10;B.1.1.389;10
Costa Rica;2020-10;B.1.1.516;2
Costa Rica;2020-10;B.1.291;2
Costa Rica;2020-11;B.1.1.389;16
Costa Rica;2020-11;B.1.203;2
Costa Rica;2020-11;B.1.291;3
Costa Rica;2020-12;A.2.5;1
Costa Rica;2020-12;B.1.1.328;2
Costa Rica;2020-12;B.1.1.389;35
Costa Rica;2020-12;B.1.2;1
Costa Rica;2020-12;B.1.203;1
Costa Rica;2020-12;B.1.234;1
Costa Rica;2020-12;B.1.291;2
Costa Rica;2020-12;B.1.427;2
Costa Rica;2020-12;B.1.601;2
Costa Rica;2021-01;A.2.4;1
Costa Rica;2021-01;A.2.5;2
Costa Rica;2021-01;A.2.5.1;12
Costa Rica;2021-01;B.1;1
Costa Rica;2021-01;B.1.1;1
Costa Rica;2021-01;B.1.1.207;1
Costa Rica;2021-01;B.1.1.222;2
Costa Rica;2021-01;B.1.1.265;1
Costa Rica;2021-01;B.1.1.328;12
Costa Rica;2021-01;B.1.1.389;29
Costa Rica;2021-01;B.1.1.516;1
Costa Rica;2021-01;B.1.1.519;2
Costa Rica;2021-01;B.1.2;3
Costa Rica;2021-01;B.1.203;2
Costa Rica;2021-01;B.1.232;1
Costa Rica;2021-01;B.1.234;2
Costa Rica;2021-01;B.1.243;1
Costa Rica;2021-01;B.1.291;1
Costa Rica;2021-01;P.2;1
Costa Rica;2021-02;A.2.4;1
Costa Rica;2021-02;A.2.5;7
Costa Rica;2021-02;A.2.5.1;17
Costa Rica;2021-02;A.2.5.2;2
Costa Rica;2021-02;B.1;2
Costa Rica;2021-02;B.1.1;2
Costa Rica;2021-02;B.1.1.328;9
Costa Rica;2021-02;B.1.1.389;11
Costa Rica;2021-02;B.1.1.516;3
Costa Rica;2021-02;B.1.1.519;1
Costa Rica;2021-02;B.1.1.7;1
Costa Rica;2021-02;B.1.2;2
Costa Rica;2021-02;B.1.234;2
Costa Rica;2021-02;B.1.243;3
Costa Rica;2021-02;B.1.351;4
Costa Rica;2021-02;B.1.526;1
Costa Rica;2021-02;B.1.575;2
Costa Rica;2021-03;A.2.4;3
Costa Rica;2021-03;A.2.5;32
Costa Rica;2021-03;A.2.5.1;36
Costa Rica;2021-03;A.2.5.2;13
Costa Rica;2021-03;B;1
Costa Rica;2021-03;B.1.1;4
Costa Rica;2021-03;B.1.1.328;8
Costa Rica;2021-03;B.1.1.389;3
Costa Rica;2021-03;B.1.1.519;1
Costa Rica;2021-03;B.1.1.7;28
Costa Rica;2021-03;B.1.2;8
Costa Rica;2021-03;B.1.203;3
Costa Rica;2021-03;B.1.221;1
Costa Rica;2021-03;B.1.243;1
Costa Rica;2021-03;B.1.351;7
Costa Rica;2021-03;B.1.427;6
Costa Rica;2021-03;B.1.525;3
Costa Rica;2021-03;B.1.526;1
Costa Rica;2021-03;B.1.575;2
Costa Rica;2021-03;P.1;6
Costa Rica;2021-03;P.2;2
Costa Rica;2021-04;A.2.5;11
Costa Rica;2021-04;A.2.5.1;20
Costa Rica;2021-04;A.2.5.2;2
Costa Rica;2021-04;B.1.1;1
Costa Rica;2021-04;B.1.1.328;2
Costa Rica;2021-04;B.1.1.389;2
Costa Rica;2021-04;B.1.1.519;2
Costa Rica;2021-04;B.1.1.7;57
Costa Rica;2021-04;B.1.243;1
Costa Rica;2021-04;B.1.351;1
Costa Rica;2021-04;B.1.427;3
Costa Rica;2021-04;B.1.429;2
Costa Rica;2021-04;B.1.525;1
Costa Rica;2021-04;B.1.625;1
Costa Rica;2021-04;B.1.627;1
Costa Rica;2021-04;B.1.637;1
Costa Rica;2021-04;P.1;21
Costa Rica;2021-04;P.1.10;2
Costa Rica;2021-04;P.1.17;1
Costa Rica;2021-04;P.2;2
Costa Rica;2021-05;A.2.5;4
Costa Rica;2021-05;A.2.5.1;11
Costa Rica;2021-05;A.2.5.2;2
Costa Rica;2021-05;B.1.1;1
Costa Rica;2021-05;B.1.1.7;46
Costa Rica;2021-05;B.1.351;1
Costa Rica;2021-05;B.1.429;1
Costa Rica;2021-05;B.1.526;1
Costa Rica;2021-05;B.1.621;3
Costa Rica;2021-05;C.36.3;1
Costa Rica;2021-05;P.1;16
Costa Rica;2021-05;P.1.15;1
Costa Rica;2021-06;A.2.5;5
Costa Rica;2021-06;A.2.5.1;6
Costa Rica;2021-06;A.2.5.2;3
Costa Rica;2021-06;AY.100;1
Costa Rica;2021-06;AY.113;8
Costa Rica;2021-06;AY.26;1
Costa Rica;2021-06;AY.3;1
Costa Rica;2021-06;B.1.1.7;19
Costa Rica;2021-06;B.1.429;1
Costa Rica;2021-06;B.1.575;1
Costa Rica;2021-06;B.1.621;18
Costa Rica;2021-06;B.1.625;2
Costa Rica;2021-06;C.36.3;1
Costa Rica;2021-06;C.37;1
Costa Rica;2021-06;P.1;40
Costa Rica;2021-06;P.1.10;1
Costa Rica;2021-06;P.1.15;2
Costa Rica;2021-07;A.2.5;8
Costa Rica;2021-07;A.2.5.1;2
Costa Rica;2021-07;A.2.5.2;3
Costa Rica;2021-07;AY.100;2
Costa Rica;2021-07;AY.103;1
Costa Rica;2021-07;AY.113;50
Costa Rica;2021-07;AY.122;1
Costa Rica;2021-07;AY.20;1
Costa Rica;2021-07;AY.25;1
Costa Rica;2021-07;AY.25.1;6
Costa Rica;2021-07;AY.26;10
Costa Rica;2021-07;AY.3;3
Costa Rica;2021-07;AY.37;1
Costa Rica;2021-07;AY.4;9
Costa Rica;2021-07;AY.44;2
Costa Rica;2021-07;B.1.1.7;16
Costa Rica;2021-07;B.1.351;1
Costa Rica;2021-07;B.1.526;2
Costa Rica;2021-07;B.1.575;1
Costa Rica;2021-07;B.1.621;30
Costa Rica;2021-07;B.1.625;4
Costa Rica;2021-07;C.37;5
Costa Rica;2021-07;P.1;26
Costa Rica;2021-07;P.1.2;1
Costa Rica;2021-07;P.1.4;1
Costa Rica;2021-08;A.2.5;2
Costa Rica;2021-08;AY.1;1
Costa Rica;2021-08;AY.100;15
Costa Rica;2021-08;AY.103;3
Costa Rica;2021-08;AY.113;104
Costa Rica;2021-08;AY.119;1
Costa Rica;2021-08;AY.20;4
Costa Rica;2021-08;AY.25.1;25
Costa Rica;2021-08;AY.26;16
Costa Rica;2021-08;AY.3;4
Costa Rica;2021-08;AY.4;11
Costa Rica;2021-08;AY.44;4
Costa Rica;2021-08;AY.75;5
Costa Rica;2021-08;B.1.1.7;4
Costa Rica;2021-08;B.1.617.2;2
Costa Rica;2021-08;B.1.621;19
Costa Rica;2021-08;C.37;9
Costa Rica;2021-08;P.1;46
Costa Rica;2021-08;P.1.15;1
Costa Rica;2021-08;P.1.2;2
Costa Rica;2021-08;P.1.4;6
Costa Rica;2021-09;AY.100;13
Costa Rica;2021-09;AY.103;1
Costa Rica;2021-09;AY.113;78
Costa Rica;2021-09;AY.122;2
Costa Rica;2021-09;AY.20;1
Costa Rica;2021-09;AY.25.1;9
Costa Rica;2021-09;AY.26;2
Costa Rica;2021-09;AY.3;20
Costa Rica;2021-09;AY.4;15
Costa Rica;2021-09;AY.4.13;1
Costa Rica;2021-09;AY.44;2
Costa Rica;2021-09;AY.46.6;1
Costa Rica;2021-09;AY.47;1
Costa Rica;2021-09;AY.75;2
Costa Rica;2021-09;B.1.617.2;1
Costa Rica;2021-09;B.1.621;3
Costa Rica;2021-09;C.37;1
Costa Rica;2021-09;P.1;9
Costa Rica;2021-09;P.1.7;1
Costa Rica;2021-09;P.1.8;1
Costa Rica;2021-10;AY.100;18
Costa Rica;2021-10;AY.103;1
Costa Rica;2021-10;AY.110;3
Costa Rica;2021-10;AY.113;162
Costa Rica;2021-10;AY.119;14
Costa Rica;2021-10;AY.119.2;1
Costa Rica;2021-10;AY.122;6
Costa Rica;2021-10;AY.20;3
Costa Rica;2021-10;AY.25.1;33
Costa Rica;2021-10;AY.26;3
Costa Rica;2021-10;AY.3;28
Costa Rica;2021-10;AY.34.1.1;1
Costa Rica;2021-10;AY.4;25
Costa Rica;2021-10;AY.4.13;2
Costa Rica;2021-10;AY.42;2
Costa Rica;2021-10;AY.43;6
Costa Rica;2021-10;AY.43.3;4
Costa Rica;2021-10;AY.44;3
Costa Rica;2021-10;AY.46.6;3
Costa Rica;2021-10;AY.75;2
Costa Rica;2021-10;B.1.617.2;1
Costa Rica;2021-10;P.1.4;1
Costa Rica;2021-11;AY.100;35
Costa Rica;2021-11;AY.101;1
Costa Rica;2021-11;AY.103;2
Costa Rica;2021-11;AY.113;155
Costa Rica;2021-11;AY.119;7
Costa Rica;2021-11;AY.119.1;4
Costa Rica;2021-11;AY.119.2;3
Costa Rica;2021-11;AY.122;2
Costa Rica;2021-11;AY.122.4;3
Costa Rica;2021-11;AY.13;1
Costa Rica;2021-11;AY.20;1
Costa Rica;2021-11;AY.25.1;14
Costa Rica;2021-11;AY.3;21
Costa Rica;2021-11;AY.4;26
Costa Rica;2021-11;AY.43;9
Costa Rica;2021-11;AY.43.3;3
Costa Rica;2021-11;AY.44;4
Costa Rica;2021-11;AY.46.6;10
Costa Rica;2021-11;AY.6;1
Costa Rica;2021-11;AY.75;2
Costa Rica;2021-11;B.1.617.2;1
Costa Rica;2021-11;B.1.621;1
Costa Rica;2021-12;AY.100;11
Costa Rica;2021-12;AY.103;6
Costa Rica;2021-12;AY.113;68
Costa Rica;2021-12;AY.119;11
Costa Rica;2021-12;AY.119.1;7
Costa Rica;2021-12;AY.119.2;1
Costa Rica;2021-12;AY.122;3
Costa Rica;2021-12;AY.122.4;6
Costa Rica;2021-12;AY.25;1
Costa Rica;2021-12;AY.25.1;30
Costa Rica;2021-12;AY.26;2
Costa Rica;2021-12;AY.3;9
Costa Rica;2021-12;AY.3.1;2
Costa Rica;2021-12;AY.3.3;2
Costa Rica;2021-12;AY.36.1;2
Costa Rica;2021-12;AY.39.1;1
Costa Rica;2021-12;AY.4;12
Costa Rica;2021-12;AY.4.13;1
Costa Rica;2021-12;AY.4.2;3
Costa Rica;2021-12;AY.43;5
Costa Rica;2021-12;AY.43.3;1
Costa Rica;2021-12;AY.44;5
Costa Rica;2021-12;AY.46.6;1
Costa Rica;2021-12;AY.75;6
Costa Rica;2021-12;AY.94;1
Costa Rica;2021-12;B.1.617.2;4
Costa Rica;2021-12;BA.1;28
Costa Rica;2021-12;BA.1.1;106
Costa Rica;2021-12;BA.1.1.15;1
Costa Rica;2021-12;BA.1.1.18;1
Costa Rica;2021-12;BA.1.1.8;1
Costa Rica;2021-12;BA.1.10;1
Costa Rica;2021-12;BA.1.15;29
Costa Rica;2021-12;BA.1.15.3;2
Costa Rica;2021-12;BA.1.16;1
Costa Rica;2021-12;BA.1.17;7
Costa Rica;2021-12;BA.1.17.2;2
Costa Rica;2021-12;BA.1.18;1
Costa Rica;2021-12;BA.1.20;3
Costa Rica;2021-12;BA.1.8;1
Costa Rica;2022-01;AY.103;1
Costa Rica;2022-01;AY.113;3
Costa Rica;2022-01;AY.119;1
Costa Rica;2022-01;AY.25.1;3
Costa Rica;2022-01;AY.3;3
Costa Rica;2022-01;AY.75;2
Costa Rica;2022-01;BA.1;29
Costa Rica;2022-01;BA.1.1;307
Costa Rica;2022-01;BA.1.1.1;1
Costa Rica;2022-01;BA.1.1.14;1
Costa Rica;2022-01;BA.1.1.16;1
Costa Rica;2022-01;BA.1.1.18;3
Costa Rica;2022-01;BA.1.15;50
Costa Rica;2022-01;BA.1.15.1;1
Costa Rica;2022-01;BA.1.15.2;1
Costa Rica;2022-01;BA.1.16;2
Costa Rica;2022-01;BA.1.17;16
Costa Rica;2022-01;BA.1.18;2
Costa Rica;2022-01;BA.1.20;3
Costa Rica;2022-01;BA.1.6;1
Costa Rica;2022-01;BA.1.8;1
Costa Rica;2022-01;BA.2.3;1
Costa Rica;2022-01;BA.2.9;1
Costa Rica;2022-02;BA.1;16
Costa Rica;2022-02;BA.1.1;310
Costa Rica;2022-02;BA.1.1.1;1
Costa Rica;2022-02;BA.1.1.14;1
Costa Rica;2022-02;BA.1.1.18;1
Costa Rica;2022-02;BA.1.15;42
Costa Rica;2022-02;BA.1.15.1;2
Costa Rica;2022-02;BA.1.16;1
Costa Rica;2022-02;BA.1.17;5
Costa Rica;2022-02;BA.1.18;4
Costa Rica;2022-02;BA.1.20;5
Costa Rica;2022-02;BA.2;8
Costa Rica;2022-02;BA.2.12;1
Costa Rica;2022-02;BA.2.3;5
Costa Rica;2022-02;BA.2.9;12
Costa Rica;2022-02;XAF;1
Costa Rica;2022-03;BA.1;5
Costa Rica;2022-03;BA.1.1;212
Costa Rica;2022-03;BA.1.1.1;1
Costa Rica;2022-03;BA.1.1.10;2
Costa Rica;2022-03;BA.1.1.18;2
Costa Rica;2022-03;BA.1.15;12
Costa Rica;2022-03;BA.1.16;2
Costa Rica;2022-03;BA.1.17;7
Costa Rica;2022-03;BA.1.18;1
Costa Rica;2022-03;BA.1.20;3
Costa Rica;2022-03;BA.1.6;1
Costa Rica;2022-03;BA.2;27
Costa Rica;2022-03;BA.2.12;1
Costa Rica;2022-03;BA.2.3;39
Costa Rica;2022-03;BA.2.9;66
Costa Rica;2022-03;BA.3;1
Costa Rica;2022-03;XAF;14
Costa Rica;2022-04;BA.1.1;36
Costa Rica;2022-04;BA.1.15;2
Costa Rica;2022-04;BA.1.16;1
Costa Rica;2022-04;BA.1.20;1
Costa Rica;2022-04;BA.2;90
Costa Rica;2022-04;BA.2.12.1;1
Costa Rica;2022-04;BA.2.18;3
Costa Rica;2022-04;BA.2.20;3
Costa Rica;2022-04;BA.2.3;81
Costa Rica;2022-04;BA.2.3.2;2
Costa Rica;2022-04;BA.2.3.6;1
Costa Rica;2022-04;BA.2.36;1
Costa Rica;2022-04;BA.2.9;139
Costa Rica;2022-04;BA.3;18
Costa Rica;2022-04;XAF;19
Costa Rica;2022-05;BA.1.1;2
Costa Rica;2022-05;BA.2;227
Costa Rica;2022-05;BA.2.12.1;34
Costa Rica;2022-05;BA.2.18;1
Costa Rica;2022-05;BA.2.20;2
Costa Rica;2022-05;BA.2.3;96
Costa Rica;2022-05;BA.2.32;1
Costa Rica;2022-05;BA.2.54;1
Costa Rica;2022-05;BA.2.7;2
Costa Rica;2022-05;BA.2.72;2
Costa Rica;2022-05;BA.2.9;199
Costa Rica;2022-05;BA.2.9.1;1
Costa Rica;2022-05;BA.3;1
Costa Rica;2022-05;BA.4;6
Costa Rica;2022-05;BA.4.1;3
Costa Rica;2022-05;BA.4.4;12
Costa Rica;2022-05;BA.5.1;2
Costa Rica;2022-05;BA.5.1.23;1
Costa Rica;2022-05;BE.1;1
Costa Rica;2022-05;XAF;52
Costa Rica;2022-05;XAM;4
Costa Rica;2022-05;XAU;1
Costa Rica;2022-06;BA.2;101
Costa Rica;2022-06;BA.2.12;1
Costa Rica;2022-06;BA.2.12.1;119
Costa Rica;2022-06;BA.2.18;3
Costa Rica;2022-06;BA.2.23;1
Costa Rica;2022-06;BA.2.3;43
Costa Rica;2022-06;BA.2.3.4;1
Costa Rica;2022-06;BA.2.50;1
Costa Rica;2022-06;BA.2.52;1
Costa Rica;2022-06;BA.2.72;1
Costa Rica;2022-06;BA.2.9;119
Costa Rica;2022-06;BA.2.9.3;1
Costa Rica;2022-06;BA.2.9.7;2
Costa Rica;2022-06;BA.4;29
Costa Rica;2022-06;BA.4.1;9
Costa Rica;2022-06;BA.4.1.1;1
Costa Rica;2022-06;BA.4.1.4;1
Costa Rica;2022-06;BA.4.2;1
Costa Rica;2022-06;BA.4.4;94
Costa Rica;2022-06;BA.4.6.5;1
Costa Rica;2022-06;BA.5;2
Costa Rica;2022-06;BA.5.1;11
Costa Rica;2022-06;BA.5.1.1;1
Costa Rica;2022-06;BA.5.1.2;1
Costa Rica;2022-06;BA.5.1.23;2
Costa Rica;2022-06;BA.5.2.9;3
Costa Rica;2022-06;BA.5.3;4
Costa Rica;2022-06;BA.5.3.1;3
Costa Rica;2022-06;BA.5.5;1
Costa Rica;2022-06;BE.1;64
Costa Rica;2022-06;BE.1.2;2
Costa Rica;2022-06;BF.12;1
Costa Rica;2022-06;BF.26;1
Costa Rica;2022-06;BG.4;1
Costa Rica;2022-06;XAF;52
Costa Rica;2022-06;XAM;4
Costa Rica;2022-07;BA.2;16
Costa Rica;2022-07;BA.2.12.1;48
Costa Rica;2022-07;BA.2.3;8
Costa Rica;2022-07;BA.2.38;1
Costa Rica;2022-07;BA.2.56;2
Costa Rica;2022-07;BA.2.81;1
Costa Rica;2022-07;BA.2.9;21
Costa Rica;2022-07;BA.4;16
Costa Rica;2022-07;BA.4.1;28
Costa Rica;2022-07;BA.4.1.1;1
Costa Rica;2022-07;BA.4.1.8;1
Costa Rica;2022-07;BA.4.2;3
Costa Rica;2022-07;BA.4.4;188
Costa Rica;2022-07;BA.4.6;7
Costa Rica;2022-07;BA.5;9
